Denumire Operator,Cod Fiscal,Localitate,Nr.Vehicule,Export data,Clase Transportator
SAL SPEDITION SRL,R47950929,Pitesti,1,2026.07,Operatori mici
INTERTRANS ORIZONT CMS,R31250988,Pitesti,1,2026.07,Operatori mici
UTA PRO BATIMENT SRL,R31065123,Pitesti,1,2026.07,Operatori mici
BERT TRUCK TRANSPORTE SRL,R48900996,Hintesti,1,2026.07,Operatori mici
BALEA&CRIS TRANS SRL,R33082180,Leresti,1,2026.07,Operatori mici
ALEXMAR FAST ROUTE SRL,R28045371,Mioveni,1,2026.07,Operatori mici
CLAS CONTINENTAL TRANS,R24937874,Mioveni,1,2026.07,Operatori mici
VIVIAN ACTIV SPEDITION SRL,R38134743,Moraresti,1,2026.07,Operatori mici
FLORIO PROIECT SPEDITION SRL,R40558708,Draganu,1,2026.07,Operatori mici
FILIP SRL,R1685441,Arad,1,2026.07,Operatori mici
MAITEC TRANSPORT,R1676699,Arad,1,2026.07,Operatori mici
DENZER LOGISTIK SRL,R40922085,Arad,1,2026.07,Operatori mici
CHINEZ TRANS SRL,R32954604,Borod,1,2026.07,Operatori mici
FRIGO TRAFFIC SERVICE,R46920164,Alesd,1,2026.07,Operatori mici
SPIROVALIM SRL,R14587291,Bacau,1,2026.07,Operatori mici
FLY SPEED ACTIV SRL,R27167397,Felnac,1,2026.07,Operatori mici
ZAMORA GROUP SRL,R47715788,Ineu,1,2026.07,Operatori mici
MD TRANS OLIMP SRL,R48592578,Pitesti,1,2026.07,Operatori mici
CIRSTEA TUDOREL EUROPEAN S. R. L,R51001752,Pitesti,1,2026.07,Operatori mici
VISTA GEROTRANS SRL,R21588621,Pitesti,1,2026.07,Operatori mici
TRANSYENER SRL,R51072338,Arad,1,2026.07,Operatori mici
DURAN CARGO TRANS SRL,R54698515,Arad,1,2026.07,Operatori mici
ERIK ACTIV SPEDITION SRL,R37379419,Pitesti,1,2026.07,Operatori mici
SELIN LOGISTIK SRL,R33706143,Pitesti,1,2026.07,Operatori mici
SUPER ADELYN COMPANY S.R.L.,R9364838,Pitesti,1,2026.07,Operatori mici
MARCOMTRANS SRL,R132532,Pitesti,1,2026.07,Operatori mici
AYTEX GLOBAL SRL,R18595289,Buzau,1,2026.07,Operatori mici
HENDRIKS LOGISTICS SRL,R32494832,Codlea,1,2026.07,Operatori mici
MONDO FRUCT S.R.L,R15781082,Buzau,1,2026.07,Operatori mici
PEX EXPEDITION SRL,R47351342,Cislau,1,2026.07,Operatori mici
IANIS BTS TRUC INTERNATIONAL SRL,R44144989,Maracineni,1,2026.07,Operatori mici
VALETA CAR WASH,R42403386,Brasov,1,2026.07,Operatori mici
ELENA SUBIANCA SRL,R46528773,Brasov,1,2026.07,Operatori mici
DORUMATI TRANS SRL,R33274339,Braila,1,2026.07,Operatori mici
SAMNICDOR SRL,R21575052,Brasov,1,2026.07,Operatori mici
GLADIS SRL,R5096279,Brasov,1,2026.07,Operatori mici
BIVADINATA SRL,R30635323,Braila,1,2026.07,Operatori mici
HELBRIA TRANS SRL,R41662110,Braila,1,2026.07,Operatori mici
YNYV SERV SRL,R49835713,Braila,1,2026.07,Operatori mici
AYANI BARTRANS,R42683294,Diosig,1,2026.07,Operatori mici
RATKIGO TRANS,R46872024,Constanta,1,2026.07,Operatori mici
BLAXY LOGISTICS SRL,R42876198,Constanta,1,2026.07,Operatori mici
DEGU TRANSPORT MARFA,R37586082,Constanta,1,2026.07,Operatori mici
AVILA TRANSPORTES SRL,R32848530,Chirnogi,1,2026.07,Operatori mici
STOIAN QUALITY TRANS SRL,R40847846,Gaesti,1,2026.07,Operatori mici
EDUARD  EXPRESS CARGO SRL,R50045025,Petresti,1,2026.07,Operatori mici
AUTO OVIDIU COM,R14403399,Targoviste,1,2026.07,Operatori mici
GOTE CONS SRL,R48358900,Resita,1,2026.07,Operatori mici
LA NOR IMPORT EXPORT SRL,R9938329,Covasna,1,2026.07,Operatori mici
BEM BALOGH SRL,R2566570,Sfantu Gheorghe,1,2026.07,Operatori mici
DANIDOR EUROTRANS SRL,R47010680,Dragodana,1,2026.07,Operatori mici
GREEN FOREST SRL,R8950880,Sfantu Gheorghe,1,2026.07,Operatori mici
VIA SANDU TRANS,R44043291,Gaesti,1,2026.07,Operatori mici
NLC TRANSPORT SRL,R38803309,Culcea,1,2026.07,Operatori mici
NASTI & IONUT TRANSPORT SRL,R43576393,Colonesti,1,2026.07,Operatori mici
EMS EXPRES SERVICE SRL,R44447648,"Bucuresti ,sector4",1,2026.07,Operatori mici
TURO  DINAMIC  LOGISTIC  S.R.L.,R35856724,Sat  GEAMANA,1,2026.07,Operatori mici
YENSA  LOGISTIC SRL,R52045943,POPESTI-LEORDENI,1,2026.07,Operatori mici
ANADIA AUTO SPEDITION SRL,R45193440,"Bucuresti,sector 1",1,2026.07,Operatori mici
SAHIN TRANSPORT ACTIV SRL,R50343129,"Bucuresti,sector 3",1,2026.07,Operatori mici
OSCAR-TRANS RAPID,R34318670,"Bucuresti,sector 1",1,2026.07,Operatori mici
IURSPEDITION SRL,R53106143,"Bucuresti,sector 1",1,2026.07,Operatori mici
IMPEX BAD COM,R7995778,"Bucuresti,sector 1",1,2026.07,Operatori mici
ADY ROUTE SRL,R26454647,Catcau,1,2026.07,Operatori mici
DFG ROBICRIS TRANS SRL,R38720653,Lunca Corbului,1,2026.07,Operatori mici
SC ASHADA TRANSPORT SRL,R43369517,"Bucuresti, sector 3",1,2026.07,Operatori mici
OROS TRANSPORT SRL,R35082097,COMUNA SPINUS SAT SPINUS,1,2026.07,Operatori mici
EYMEN TRANS AND FLOORS SRL,R35052037,"BUCURESTI , SECTOR 5",1,2026.07,Operatori mici
DARI TOP TRANS,R24781847,"Bucuresti, sector 3",1,2026.07,Operatori mici
YUSUF AKARSU SRL,R32861246,Com. Budesti,1,2026.07,Operatori mici
AVESAN TRANSPORT SRL,R37884283,SECTOR 1,1,2026.07,Operatori mici
DARCOM DIVERS STAR,R37566824,Slobozia,1,2026.07,Operatori mici
CONTINENTAL IMPORT EXPORT,R14836716,BARGHIS,1,2026.07,Operatori mici
KALKAN VIVA EXPRESS 1972 SRL,R43378523,"BUCURESTI, SECTOR 6",1,2026.07,Operatori mici
ATA NAK LOGISTIK SRL,R33312432,Chirpar,1,2026.07,Operatori mici
SORIN LUIS TRANS SRL,R24123892,Tisa,1,2026.07,Operatori mici
ANKA LOGISTIK SRL,R47623676,"BUCURESTI, SECTOR 6",1,2026.07,Operatori mici
HERK LOGISTIC SRL,R47635239,"BUCURESTI, SECTOR 6",1,2026.07,Operatori mici
NOAH SPEED TRACK S.R.L.,R47022390,"BUCURESTI, SECTOR 6",1,2026.07,Operatori mici
EFE LOGISTICS SRL,R51871661,"BUCURESTI, SECTOR 6",1,2026.07,Operatori mici
MAR CARGO EXPRES SRL,R30065303,"BUCURESTI, SECTOR 6",1,2026.07,Operatori mici
MADIV TRADITIONAL 96 SRL,R34626751,"Bucuresti, sector 2",1,2026.07,Operatori mici
DRAGAN TRANSPORT INT SRL,R36227498,Putineiu,1,2026.07,Operatori mici
LOGISTIC TOMARED EXPRES SRL,R35853329,COM lICURICI,1,2026.07,Operatori mici
XES LOGISTIC SRL,R52460257,Bucure?ti,1,2026.07,Operatori mici
CRISIULIAN TRANS  2005 SRL,R52386444,Com. CUCA,1,2026.07,Operatori mici
ONIX TRANSPORT SRL,R54783173,SECTOR 5,1,2026.07,Operatori mici
REZZA CRIS LOGISTIC,R34357033,Prahova,1,2026.07,Operatori mici
ELFIDA LOGISTIC SRL,R48084367,VOLUNTARI,1,2026.07,Operatori mici
ALY-TRANSMYR SRL,R30875245,Sambateni,1,2026.07,Operatori mici
YLMAZ TRANSPORT ACTIV SRL,R52133697,sector 2,1,2026.07,Operatori mici
CEZ SPEDITION SRL,R30694044,Mitocu Dragomirnei,1,2026.07,Operatori mici
LUCEAFARUL IMPORT-EXPORT SRL,R6857823,Valul lui Traian,1,2026.07,Operatori mici
SIM. KA TRANSPORTI SRL,R38940128,Zau de Campie,1,2026.07,Operatori mici
CRISTI-TRUCKS-TRANS,R22179994,Rasesti,1,2026.07,Operatori mici
CAMPION RIZAC SRL,R18114946,Lunca,1,2026.07,Operatori mici
DUBACKIC TRANSPORT SRL,R26651339,Dinias,1,2026.07,Operatori mici
TIR MADLIN TRANS SRL-D,R35390305,Dranceni,1,2026.07,Operatori mici
LDF-DSN TRANS SRL,R44844338,SECTOR 4,1,2026.07,Operatori mici
SAM SPEDITION SRL,R34199278,RM.VALCEA,1,2026.07,Operatori mici
ERIS AREN LOGISTIC SRL,R47306422,VOLUNTARI,1,2026.07,Operatori mici
MARION CHICKEN SRL,R39562322,sector 3,1,2026.07,Operatori mici
OMT TRANSGRUP SRL,R38219254,SAT SANDULENI,1,2026.07,Operatori mici
MIKAEL GLOBAL TREADING S.R.L.,R46980506,BUCURESTI SECTOR 6,1,2026.07,Operatori mici
ANCA&FLORIN TRANSPORT SRL,R50871221,TUSA,1,2026.07,Operatori mici
PAULANER TRANS-LOGISTIK SRL,R43080240,410559 ORADEA,1,2026.07,Operatori mici
PATY BPM TRANS SRL,R45169078,"POIANA,SUCEAVA,ROMANIA",1,2026.07,Operatori mici
CMS ANASTASIA CARGO CMS,R45541405,BULBUCATA,1,2026.07,Operatori mici
MANOLE TRANS LOGISTICS SRL,R44113745,BREZOAIA,1,2026.07,Operatori mici
BATUHAN TRANSPORT SRL,R47644830,BUCURESTI SECTORUL 6,1,2026.07,Operatori mici
VILDAN CARGO SRL,R47611132,"SATU NOU, MUNTENII DE SUS",1,2026.07,Operatori mici
NICOLA AUTO SPEDITION SRL,R31762872,SAT DRAGANU OLTENI,1,2026.07,Operatori mici
AHDEM LOGISTIK SRL,R47013244,SOS COLENTINA,1,2026.07,Operatori mici
HSG TRANSPORT LOGISTIC CARGO SRL,R47084776,?TEFANE?TII NOI ARGE?,1,2026.07,Operatori mici
RUP TRANSPORTE S.R.L,R48787600,COSULA,1,2026.07,Operatori mici
FRATELLI & CUGINI TRANSPORT S.R.L.,R48434209,SAT DOBROESTI,1,2026.07,Operatori mici
RAZIGAM SRL,R41775799,SAT BROSTENI,1,2026.07,Operatori mici
BLUEBERRY JORAZ SRL,R44824225,SAT LIPIA,1,2026.07,Operatori mici
IUG MD TRANS S.R.L.,R49518596,SAT REDIU,1,2026.07,Operatori mici
DM DERCACI SRL,R42611751,LUNCA BANULUI,1,2026.07,Operatori mici
M & M TRANS TORNADO SRL,R22382688,MERISANI,1,2026.07,Operatori mici
SIG ADES TRANS SRL,R36510833,Rociu,1,2026.07,Operatori mici
ADI SI FLORIN DIVERS TRANS SRL,R40112089,RASCAETI,1,2026.07,Operatori mici
NORD REF TRANS SRL,R46555808,Harlau,1,2026.07,Operatori mici
STICI CARGO SRL,R47906885,Sat Gorban,1,2026.07,Operatori mici
ANDREI DAC-TRANS S.R.L.,R40251389,COSTINESTI,1,2026.07,Operatori mici
ALEX STEF TRANS GLOBAL,R49354167,SAT PETRESTI,1,2026.07,Operatori mici
RAZVI TRANSS SPEDITION SRL,R45434450,Crangurile,1,2026.07,Operatori mici
STEFY&NIC CARGO SRL,R50996624,ROMANII DE SUS,1,2026.07,Operatori mici
A.C.GRAIN SRL,R47532683,SAT COSTULENI,1,2026.07,Operatori mici
GEO CRIS TWENTY-ONE SRL,R47470025,SAT PALTENU,1,2026.07,Operatori mici
SISU DNS SRL,R36707097,SAT HOREZU POENARI,1,2026.07,Operatori mici
PAULO TRANSS SRL,R52030110,"BUCURESTI,SECT.3",1,2026.07,Operatori mici
MOLDTIR TRANS SRL,R49821980,HLINCEA,1,2026.07,Operatori mici
SC B&B EXPEDITION SRL,R50374389,HLINCEA,1,2026.07,Operatori mici
DAVID GABI DINAMIC SRL,R42294866,SAT CORNESTI,1,2026.07,Operatori mici
BER EXPEDITII,R51001515,GIULESTI,1,2026.07,Operatori mici
CST TRANS 2025 SRL,R52821491,SAT REMUS,1,2026.07,Operatori mici
CECAN LUXURY,R49857851,BUCURESTI,1,2026.07,Operatori mici
LUCITRANSPORTITRUCKSRL,R54596116,RAMNICELU,1,2026.07,Operatori mici
SIMPLU SRL,R18203326,"OVIDIU, SAT POIANA",10,2026.07,Operatori medii 1
RALU EUROTRANS EXPRES SRL,R32110168,COM. BALILESTI,10,2026.07,Operatori medii 1
ATES TRANS SRL,R28548829,Balomiru de Camp,10,2026.07,Operatori medii 1
BURLACU BVT INTERNATIONAL TRANSPORT SRL,R30222670,Targoviste,10,2026.07,Operatori medii 1
ALTESSE TRANSPORT & LOGISTIC,R30207017,Pitesti,10,2026.07,Operatori medii 1
ASTANI IMPEX,R51173120,Arad,10,2026.07,Operatori medii 1
HARTMANN SPEED,R51694330,Targu Mures,10,2026.07,Operatori medii 1
MIREL COM SRL,R8536161,Reghin,10,2026.07,Operatori medii 1
STAVERCAR SRL,R46616557,Lipovat,10,2026.07,Operatori medii 1
CONSTRUX SRL,R4802481,Harman,10,2026.07,Operatori medii 1
BMR PROFESSIONAL MANAGEMENT SRL,R30787372,Bucuresti,10,2026.07,Operatori medii 1
MARINE EAST RMN SRL,R29962461,Dumbravita,10,2026.07,Operatori medii 1
DARDENCAR SPEED SRL,R41702630,Bucuresti,11,2026.07,Operatori medii 1
BENIBERTI,R14613706,Volovat,11,2026.07,Operatori medii 1
ROBERT SERV SRL,R16059080,Ceuasu de Cimpie,11,2026.07,Operatori medii 1
RAFAILARH TRUCK SRL,R44319070,Iasi,11,2026.07,Operatori medii 1
BODI SPECIAL LOGISTIC SRL,R36416390,Costesti,11,2026.07,Operatori medii 1
BCVO LOGISTICS SRL,R18065355,Bistrita,11,2026.07,Operatori medii 1
CINCOSIL IMPEX SRL,R9058910,Bucure?ti,11,2026.07,Operatori medii 1
LUK TRANS CONCEPT SRL,R45506033,ORAS VIDELE,12,2026.07,Operatori medii 1
GECKO EUROTOUR,R37995494,"sat Valea Targului, comuna Puscasi",12,2026.07,Operatori medii 1
T.B.T. TRUCK SUPPORT SRL,R29934623,Codlea,12,2026.07,Operatori medii 1
ROM TRANSPORT SRL,R24457000,Calarasi,12,2026.07,Operatori medii 1
EASTSHIP PROJECTS AND LOGISTICS SRL,R34264597,Constanta,12,2026.07,Operatori medii 1
SIM GYM STAR INTERNATIONAL,R27053228,Campulung,12,2026.07,Operatori medii 1
CRISLAV TRANS SPED 2009 SRL,R25164866,Pitesti,12,2026.07,Operatori medii 1
TRANS CARPATI SRL,R4462983,Pitesti,12,2026.07,Operatori medii 1
DALEST TRANS 2007 SRL,R22870344,Pitesti,12,2026.07,Operatori medii 1
LUSSOTRANS PROJECT SRL,R27689609,Iasi,12,2026.07,Operatori medii 1
TIMSERV SRL,R34003397,Iasi,12,2026.07,Operatori medii 1
INCARGO PRIM SRL,R41866714,Iasi,12,2026.07,Operatori medii 1
VOLUM TRANS LOGISTIC SRL,R41874156,Iasi,12,2026.07,Operatori medii 1
MNR TRANS SRL,R17655528,Targu Mures,12,2026.07,Operatori medii 1
SQUADRAINTERNAZIONALE MS SRL,R42057754,Craiova,12,2026.07,Operatori medii 1
ZAHEDY CARGO SPEED SRL,R28264207,Craiova,12,2026.07,Operatori medii 1
RAWA OCTRA TRANS  SRL,R31162320,Iasi,12,2026.07,Operatori medii 1
ALCA STAR EXIM S.R.L,R32288476,Branesti,12,2026.07,Operatori medii 1
STICI PRIM SRL,R43919491,Tomesti,12,2026.07,Operatori medii 1
ALTHAL TRANSPORTS S.R.L.,R45423345,Talmaciu,12,2026.07,Operatori medii 1
APT PRODUCTION SRL,R6535631,Tarlungeni,12,2026.07,Operatori medii 1
FRANCE TRANSIT SRL,R39055354,Bucuresti,12,2026.07,Operatori medii 1
ONCI EUROTRANS 96 SRL,R8078650,Bucuresti,12,2026.07,Operatori medii 1
SEVDE TRANS SRL,R33038478,Selimbar,12,2026.07,Operatori medii 1
SOTRACOM SRL,R6761450,Sibiu,2,2026.07,Operatori mici
J.S LOGISTC TRANSPORTE SRL,R6180113,Sibiu,2,2026.07,Operatori mici
SAMTEX SA,R686457,Jibou,2,2026.07,Operatori mici
PRODRIVE SPEDITION SRL,R53882721,Zalau,2,2026.07,Operatori mici
TRANSPORTURI AUTO TEI SA,R213,Bucuresti,2,2026.07,Operatori mici
ATS BURTRANS LOGISTIC SRL,R44258118,Bucuresti,2,2026.07,Operatori mici
CAUCASUS TRANSPORT SRL,R51872187,Bucuresti,2,2026.07,Operatori mici
SELECT AUTO TRANSPORT SRL,R49230282,Bucuresti,2,2026.07,Operatori mici
ALADAG GRUP SRL,R48379228,Bucuresti,2,2026.07,Operatori mici
SAD LOJISTIK SRL,R50770863,Bucuresti,2,2026.07,Operatori mici
STECOMTECH MOBILE SRL,R43239169,Bucuresti,2,2026.07,Operatori mici
GREEN FLOWERS GARDEN SRL,R37489900,Bucuresti,2,2026.07,Operatori mici
LUMFA TRANS SRL,R22550382,Bucuresti,2,2026.07,Operatori mici
CCA INTERNATIONAL TRANSPORT LOGISTIC SRL,R46560987,Bucuresti,2,2026.07,Operatori mici
BEKIR POYRAZ TRANS SRL,R48840010,Bucuresti,2,2026.07,Operatori mici
KILIC INTERNATIONAL TRANSPORT SRL,R46193317,Bucuresti,2,2026.07,Operatori mici
GREENWAY TRANS SRL,R48041331,Bucuresti,2,2026.07,Operatori mici
AVALUX GROUP SRL,R47597887,Bucuresti,2,2026.07,Operatori mici
IONUTALSTRANS SRL,R45845790,Bucuresti,2,2026.07,Operatori mici
ELNA TRADING SRL,R9976187,Bucuresti,2,2026.07,Operatori mici
M.C. TRUCK TRANS SRL,R10161276,Bucuresti,2,2026.07,Operatori mici
ALPHA DENTRUCK COMPANY SRL,R37227739,Deta,2,2026.07,Operatori mici
SC.VERY IUSTY SPEDITION.SRL,R33776211,Suceava,2,2026.07,Operatori mici
EXPRESS NORD LINE SRL,R43453293,Suceava,2,2026.07,Operatori mici
KOPERTTA SRL,R25619402,Gura Humorului,2,2026.07,Operatori mici
AVIANOVUS MASTER SRL,R34840703,Oradea,2,2026.07,Operatori mici
CRISPOP BUCOVINA TRANSPORT SRL,R37492441,Scheia,2,2026.07,Operatori mici
DURAN TRANSPORT SRL,R48976293,Patrauti,2,2026.07,Operatori mici
DENY&SEBY EXPRESS SRL,R47472360,Ostra,2,2026.07,Operatori mici
CRISTIANO EXPRESS SRL,R36199622,Radauti,2,2026.07,Operatori mici
KRIST MARIUS TRANSPORT SRL,R39582729,Prundu,2,2026.07,Operatori mici
RAGANT TRANS JUNIOR SRL,R38019604,Topoloveni,2,2026.07,Operatori mici
TRANS LKW DINAMIC,R46834772,Topoloveni,2,2026.07,Operatori mici
ARIANA EXPEDITION LKW&PKW,R48250974,Santana,2,2026.07,Operatori mici
ADYS TRUCK LOGISTICS SRL,R33712455,Talmaciu,2,2026.07,Operatori mici
NEV SEED TRANSPORT SRL,R52197879,Talmaciu,2,2026.07,Operatori mici
PAN TRANSPORT LOGISTIK S.R.L.,R49666274,Talmaciu,2,2026.07,Operatori mici
EXPRESS AGABARITIC SRL,R36480546,Valea Lunga,2,2026.07,Operatori mici
EZAKIMAK TRANS SRL,R30657828,Gorban,2,2026.07,Operatori mici
GS MERET TIR,R31262290,Tomesti,2,2026.07,Operatori mici
MINCEV  INTER SPEDITION SRL,R43445258,Valenii de Munte,2,2026.07,Operatori mici
KOCHEX LOGISTICS SRL,R54018988,Talmaciu,2,2026.07,Operatori mici
DEN MAR OSMAN SPEDITION,R39792852,Visina,2,2026.07,Operatori mici
MADO SRL,R1774336,Oarda,2,2026.07,Operatori mici
FATIH GLOBAL LOJISTIK SRL,R53904056,Pecica,2,2026.07,Operatori mici
AVEN SRL,R51920101,Stefanesti de Jos,2,2026.07,Operatori mici
VDS TRANSGAZ RMW SRL,R46292728,Lipovat,2,2026.07,Operatori mici
TRUCK TRANS LKW SRL,R47937326,Vaslui,2,2026.07,Operatori mici
PROCONTAINER  SRL,R49705551,Vaslui,2,2026.07,Operatori mici
DEN&OL&TRANS SRL,R37101888,Vaslui,2,2026.07,Operatori mici
VALI TRUCKS TRANS SRL,R44806539,Vaslui,2,2026.07,Operatori mici
DISPOVER TRANSPORT SRL,R27274679,Ramnicu Valcea,2,2026.07,Operatori mici
ABL ALTINOK SRL,R50140230,Ramnicu Valcea,2,2026.07,Operatori mici
BBC TRANZIT LOGISTIC S.R.L,R43352590,Ramnicu Valcea,2,2026.07,Operatori mici
JETNAKLIYAT LOJISTIK SRL,R48783829,Bragadiru,2,2026.07,Operatori mici
AYBAM TRADE LOGISTIK SRL,R52188331,Chiajna,2,2026.07,Operatori mici
EKREM CAKIR MSC LOGISTICA SRL,R51232293,Afumati,2,2026.07,Operatori mici
EURO EFIM EXPRES SRL,R29774778,Iasi,2,2026.07,Operatori mici
BONGROUP TRANS,R31098490,Iasi,2,2026.07,Operatori mici
MONIFLOR DARY TRANS SRL,R40795232,Dascalu,2,2026.07,Operatori mici
CONSTANT TRANS IDEAL SRL,R38887830,Dragomiresti Vale,2,2026.07,Operatori mici
LAMBU 96 SRL,R8868268,Slivilesti,2,2026.07,Operatori mici
VLADAUD-SOFTRANS SRL,R37746531,Galati,2,2026.07,Operatori mici
STEF ROM SIM TRANS,R44404639,Cartojani,2,2026.07,Operatori mici
MOTOPIL TRANS SRL,R27295825,Targu Carbunesti,2,2026.07,Operatori mici
AHLAT AYBER SRL,R24815664,Ilia,2,2026.07,Operatori mici
BUFET BETERO SRL,R493405,Ditrau,2,2026.07,Operatori mici
EXPEDITION SHELEVER SRL,R38619994,Coltau,2,2026.07,Operatori mici
MRS TRANS EUROPE SRL,R49847351,Jina,2,2026.07,Operatori mici
TRANSUF S.R.L.,R24031551,Poiana Sibiului,2,2026.07,Operatori mici
SAF EUROSERVTRANS S.R.L.,R16270639,Slatina,2,2026.07,Operatori mici
MAGENTA WAY SRL,R17897912,Campina,2,2026.07,Operatori mici
DIMATRANS LOGISTICS SRL,R39469968,Iasi,2,2026.07,Operatori mici
TEADA LOGISTIC SRL,R42633148,Iasi,2,2026.07,Operatori mici
D&D SOLTRANS LOGISTIK SRL,R44413220,Iasi,2,2026.07,Operatori mici
VERMIR-TRANS S.R.L,R47503157,Iasi,2,2026.07,Operatori mici
ELIDORA,R12203475,Iasi,2,2026.07,Operatori mici
BEGTRANSPROJECT SRL,R49461490,Iasi,2,2026.07,Operatori mici
SAFETRANS-VF SRL,R32817011,Iasi,2,2026.07,Operatori mici
GAS GIANT SRL,R49955043,Iasi,2,2026.07,Operatori mici
MOTORLIFE TRANS MCN,R44430425,Iasi,2,2026.07,Operatori mici
SEBI TRANS STAR JUNIOR SRL,R31077926,Pitesti,2,2026.07,Operatori mici
LARIANA STAR SPEED SRL,R31007335,Pitesti,2,2026.07,Operatori mici
ANDRADA TRUCK SPEDITION SRL,R39770897,Pitesti,2,2026.07,Operatori mici
SPEED CARGO CONCEPT SRL,R35798321,Pitesti,2,2026.07,Operatori mici
NICOLE EXIM SPEDITION SRL,R29428847,Pitesti,2,2026.07,Operatori mici
SND FREIGHT TRANS SRL,R35142474,Arad,2,2026.07,Operatori mici
YANIS FRIGO LOGISTIK SRL,R53072334,Pitesti,2,2026.07,Operatori mici
SOLO LOGISTIC SRL,R49648421,Arad,2,2026.07,Operatori mici
SC AR GLOBAL TRANSPORT SRL,R50312378,Bacau,2,2026.07,Operatori mici
NCT22 SRL,R50314930,Bacau,2,2026.07,Operatori mici
ANASTASIA TRANS LIVE STOCK,R41770279,Arad,2,2026.07,Operatori mici
SC.TRADER EXPEDITIE SRL,R28080662,Arad,2,2026.07,Operatori mici
GMB FLEET TRUCKING SRL,R49693783,Calinesti,2,2026.07,Operatori mici
DA & ALI LOGISTIC SPED,R36975480,Cateasca,2,2026.07,Operatori mici
DOBOLYS LOGISTICS & DISTRIBUTION SRL,R31692386,Calinesti,2,2026.07,Operatori mici
AMON DINAMIC SRL,R39902084,Alba Iulia,2,2026.07,Operatori mici
CARGO VAC EXPRESS SRL,R49910378,Mosoaia,2,2026.07,Operatori mici
AYAN EXPRESS SPEDITION,R36510850,Mioveni,2,2026.07,Operatori mici
TERA BYT STAR,R24156938,Pitesti,2,2026.07,Operatori mici
BOX TRANSIT LINE,R40496729,Mioveni,2,2026.07,Operatori mici
MSM CRIHAN TRANSPORT LOGISTIC SRL,R40292460,Curtea de Arges,2,2026.07,Operatori mici
CLD DIANA BEST TRANS SRL,R25878300,Pitesti,2,2026.07,Operatori mici
YANIS CARGO SPEDITION SRL,R44832660,Pitesti,2,2026.07,Operatori mici
COS QUICK TRANS SRL,R33581961,Pitesti,2,2026.07,Operatori mici
ROMHSER GLOBAL LOGICTICS SRL,R30986553,Pitesti,2,2026.07,Operatori mici
RAZVAN EXPRES LOGISTIC SRL,R49357996,Mioveni,2,2026.07,Operatori mici
ADAM WORLD EMPIRE,R46286289,Constanta,2,2026.07,Operatori mici
BARONU SI FII TRANS,R48002464,Gura Foii,2,2026.07,Operatori mici
JOHN TRANSLOGISTICS SRL,R44205830,Petresti,2,2026.07,Operatori mici
TOR TRANS SRL,R23390611,Cluj Napoca,2,2026.07,Operatori mici
ALMOND ACTIV LOGISTIC SRL,R40462254,Maracineni,2,2026.07,Operatori mici
B.N. FIDES SPEED,R27943382,Brasov,2,2026.07,Operatori mici
IURYDMVI-TRANS S.R.L.,R45072090,Corni,2,2026.07,Operatori mici
TRANSMAR TRANSPORTURI INTERNATIONALE,R23091199,Bistrita,2,2026.07,Operatori mici
ULY & DAV SPEDITION SRL,R37296755,Hemeiusi,2,2026.07,Operatori mici
REMTRANS SRL,R14218316,Brasov,2,2026.07,Operatori mici
GAL S.L. SPEDITION SRL,R14293210,Brasov,2,2026.07,Operatori mici
KJNEXPRESS,R43940760,Braila,2,2026.07,Operatori mici
BEGOGLY GLOBAL TRANSPORT LOGISTIC SRL,R49263735,"Bucuresti, sector 3",2,2026.07,Operatori mici
NWZ UNIC TRANS SRL,R40349981,Slobozia,2,2026.07,Operatori mici
ALEX MARIA TRANS SRL,R46065830,Slobozia,2,2026.07,Operatori mici
RAUL & ANDREEA SPEED,R36314810,Slobozia,2,2026.07,Operatori mici
FLORIN & ELA SRL,R16079303,Com. BATARCI,2,2026.07,Operatori mici
AS74 TRANS EXPRES GLOBAL SRL,R49012385,"Bucuresti,sector 1",2,2026.07,Operatori mici
GAV TRUCK BEST SRL,R41049044,FORASTI,2,2026.07,Operatori mici
ZIPTRANS SRL,R49950046,BUCURESTI SECTOR 5,2,2026.07,Operatori mici
AUTO MILI SRL,R20923060,"Bucuresti,sector 1",2,2026.07,Operatori mici
JAGUAR TRUCK SRL,R40979790,"Bucuresti,sector 1",2,2026.07,Operatori mici
NELUAUTOTRANS SRL,R52750234,"Lunca Cetatuii,comuna Ciurea",2,2026.07,Operatori mici
CARGO SPEDITION YOZ SRL,R35102151,hartiesti,2,2026.07,Operatori mici
EUROCIS LOGISTIC SRL,R49721654,Bucuresti sect. 2,2,2026.07,Operatori mici
ALEX MIOCRIS TRANS SRL,R40607916,CIOFRANGENI,2,2026.07,Operatori mici
OKAN TRANS GLOBAL SRL,R44448953,"Bucuresti, Sector 4",2,2026.07,Operatori mici
IOMAR LOGISTIC CONCEPT SRL,R40376595,SCURTU MARE,2,2026.07,Operatori mici
TARLEV TRANS SRL,R42367577,"Sat Miroslava,Comuna Miroslava",2,2026.07,Operatori mici
MARIO SMART LOGISTIC SRL,R34925621,Titesti,2,2026.07,Operatori mici
CAPTIVA EXPRES,R34978367,COMUNA BASCOV,2,2026.07,Operatori mici
DOMI TRANS SRL,R48760280,com. Dobroiesti sat. Fundeni,2,2026.07,Operatori mici
ESMER TRUCKS SRL,R47314107,VOLUNTARI,2,2026.07,Operatori mici
